,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
115512,67e9f5c8972a4be47457bbe1,110000v110001,0.85,0.5625,0.6875,0.9375,0.75,high,Persuasiveness,Transparency,0
115709,67e9f5c8972a4be47457bbe1,110000v110001,0.85,0.5625,0.6875,0.9375,0.75,high,Persuasiveness,Usefulness,0
105071,67e9f5c8972a4be47457bbe1,110100v110110,0.85,0.5625,0.6875,0.9375,0.75,high,Detail,Trustworthiness,1
105268,67e9f5c8972a4be47457bbe1,110100v110110,0.85,0.5625,0.6875,0.9375,0.75,high,Detail,Transparency,1
105465,67e9f5c8972a4be47457bbe1,110100v110110,0.85,0.5625,0.6875,0.9375,0.75,high,Detail,Usefulness,0
10507,67ea62e9718f553d22141a4f,000101v010101,0.75,0.625,0.5,0.875,0.6875,low,Length,Trustworthiness,1
10704,67ea62e9718f553d22141a4f,000101v010101,0.75,0.625,0.5,0.875,0.6875,low,Length,Transparency,0
10901,67ea62e9718f553d22141a4f,000101v010101,0.75,0.625,0.5,0.875,0.6875,low,Length,Usefulness,0
1051,67ea62e9718f553d22141a4f,000110v000111,0.75,0.625,0.5,0.875,0.6875,low,Persuasiveness,Trustworthiness,0
1248,67ea62e9718f553d22141a4f,000110v000111,0.75,0.625,0.5,0.875,0.6875,low,Persuasiveness,Transparency,0
1445,67ea62e9718f553d22141a4f,000110v000111,0.75,0.625,0.5,0.875,0.6875,low,Persuasiveness,Usefulness,0
53059,67ea62e9718f553d22141a4f,010001v011001,0.75,0.625,0.5,0.875,0.6875,low,Structure,Trustworthiness,0
53256,67ea62e9718f553d22141a4f,010001v011001,0.75,0.625,0.5,0.875,0.6875,low,Structure,Transparency,0
53453,67ea62e9718f553d22141a4f,010001v011001,0.75,0.625,0.5,0.875,0.6875,low,Structure,Usefulness,0
49119,67ea62e9718f553d22141a4f,010001v010011,0.75,0.625,0.5,0.875,0.6875,low,Detail,Trustworthiness,0
49316,67ea62e9718f553d22141a4f,010001v010011,0.75,0.625,0.5,0.875,0.6875,low,Detail,Transparency,0
49513,67ea62e9718f553d22141a4f,010001v010011,0.75,0.625,0.5,0.875,0.6875,low,Detail,Usefulness,0
38875,67ea62e9718f553d22141a4f,010110v010111,0.75,0.625,0.5,0.875,0.6875,low,Persuasiveness,Trustworthiness,0
39072,67ea62e9718f553d22141a4f,010110v010111,0.75,0.625,0.5,0.875,0.6875,low,Persuasiveness,Transparency,0
39269,67ea62e9718f553d22141a4f,010110v010111,0.75,0.625,0.5,0.875,0.6875,low,Persuasiveness,Usefulness,0
85367,67ea62e9718f553d22141a4f,100000v110000,0.75,0.625,0.5,0.875,0.6875,high,Length,Trustworthiness,1
85564,67ea62e9718f553d22141a4f,100000v110000,0.75,0.625,0.5,0.875,0.6875,high,Length,Transparency,1
85761,67ea62e9718f553d22141a4f,100000v110000,0.75,0.625,0.5,0.875,0.6875,high,Length,Usefulness,1
71971,67ea62e9718f553d22141a4f,100001v100101,0.75,0.625,0.5,0.875,0.6875,high,Formality,Trustworthiness,0
72168,67ea62e9718f553d22141a4f,100001v100101,0.75,0.625,0.5,0.875,0.6875,high,Formality,Transparency,0
72365,67ea62e9718f553d22141a4f,100001v100101,0.75,0.625,0.5,0.875,0.6875,high,Formality,Usefulness,0
65667,67ea62e9718f553d22141a4f,100011v100111,0.75,0.625,0.5,0.875,0.6875,high,Formality,Trustworthiness,1
65864,67ea62e9718f553d22141a4f,100011v100111,0.75,0.625,0.5,0.875,0.6875,high,Formality,Transparency,1
66061,67ea62e9718f553d22141a4f,100011v100111,0.75,0.625,0.5,0.875,0.6875,high,Formality,Usefulness,1
109795,67ea62e9718f553d22141a4f,110000v110100,0.75,0.625,0.5,0.875,0.6875,high,Formality,Trustworthiness,0
109992,67ea62e9718f553d22141a4f,110000v110100,0.75,0.625,0.5,0.875,0.6875,high,Formality,Transparency,0
110189,67ea62e9718f553d22141a4f,110000v110100,0.75,0.625,0.5,0.875,0.6875,high,Formality,Usefulness,0
123979,67ea62e9718f553d22141a4f,111010v111011,0.75,0.625,0.5,0.875,0.6875,high,Persuasiveness,Trustworthiness,1
124176,67ea62e9718f553d22141a4f,111010v111011,0.75,0.625,0.5,0.875,0.6875,high,Persuasiveness,Transparency,1
124373,67ea62e9718f553d22141a4f,111010v111011,0.75,0.625,0.5,0.875,0.6875,high,Persuasiveness,Usefulness,1
21669,67eac4d6bf3d1c4df7bd65df,000000v001000,0.7,0.6875,0.6875,0.6875,0.625,low,Structure,Trustworthiness,1
21866,67eac4d6bf3d1c4df7bd65df,000000v001000,0.7,0.6875,0.6875,0.6875,0.625,low,Structure,Transparency,1
22063,67eac4d6bf3d1c4df7bd65df,000000v001000,0.7,0.6875,0.6875,0.6875,0.625,low,Structure,Usefulness,1
20881,67eac4d6bf3d1c4df7bd65df,000001v010001,0.7,0.6875,0.6875,0.6875,0.625,low,Length,Trustworthiness,1
21078,67eac4d6bf3d1c4df7bd65df,000001v010001,0.7,0.6875,0.6875,0.6875,0.625,low,Length,Transparency,1
21275,67eac4d6bf3d1c4df7bd65df,000001v010001,0.7,0.6875,0.6875,0.6875,0.625,low,Length,Usefulness,1
18517,67eac4d6bf3d1c4df7bd65df,000010v010010,0.7,0.6875,0.6875,0.6875,0.625,low,Length,Trustworthiness,1
18714,67eac4d6bf3d1c4df7bd65df,000010v010010,0.7,0.6875,0.6875,0.6875,0.625,low,Length,Transparency,1
18911,67eac4d6bf3d1c4df7bd65df,000010v010010,0.7,0.6875,0.6875,0.6875,0.625,low,Length,Usefulness,1
14577,67eac4d6bf3d1c4df7bd65df,000001v000011,0.7,0.6875,0.6875,0.6875,0.625,low,Detail,Trustworthiness,1
14774,67eac4d6bf3d1c4df7bd65df,000001v000011,0.7,0.6875,0.6875,0.6875,0.625,low,Detail,Transparency,1
14971,67eac4d6bf3d1c4df7bd65df,000001v000011,0.7,0.6875,0.6875,0.6875,0.625,low,Detail,Usefulness,1
13789,67eac4d6bf3d1c4df7bd65df,000010v000011,0.7,0.6875,0.6875,0.6875,0.625,low,Persuasiveness,Trustworthiness,1
13986,67eac4d6bf3d1c4df7bd65df,000010v000011,0.7,0.6875,0.6875,0.6875,0.625,low,Persuasiveness,Transparency,0
14183,67eac4d6bf3d1c4df7bd65df,000010v000011,0.7,0.6875,0.6875,0.6875,0.625,low,Persuasiveness,Usefulness,0
72101,67eac4d6bf3d1c4df7bd65df,100001v100101,0.7,0.6875,0.6875,0.6875,0.625,high,Formality,Trustworthiness,0
72298,67eac4d6bf3d1c4df7bd65df,100001v100101,0.7,0.6875,0.6875,0.6875,0.625,high,Formality,Transparency,0
72495,67eac4d6bf3d1c4df7bd65df,100001v100101,0.7,0.6875,0.6875,0.6875,0.625,high,Formality,Usefulness,0
70525,67eac4d6bf3d1c4df7bd65df,100110v110110,0.7,0.6875,0.6875,0.6875,0.625,high,Length,Trustworthiness,1
70722,67eac4d6bf3d1c4df7bd65df,100110v110110,0.7,0.6875,0.6875,0.6875,0.625,high,Length,Transparency,1
70919,67eac4d6bf3d1c4df7bd65df,100110v110110,0.7,0.6875,0.6875,0.6875,0.625,high,Length,Usefulness,1
65009,67eac4d6bf3d1c4df7bd65df,100101v100111,0.7,0.6875,0.6875,0.6875,0.625,high,Detail,Trustworthiness,1
65206,67eac4d6bf3d1c4df7bd65df,100101v100111,0.7,0.6875,0.6875,0.6875,0.625,high,Detail,Transparency,1
65403,67eac4d6bf3d1c4df7bd65df,100101v100111,0.7,0.6875,0.6875,0.6875,0.625,high,Detail,Usefulness,1
95741,67eac4d6bf3d1c4df7bd65df,101010v101011,0.7,0.6875,0.6875,0.6875,0.625,high,Persuasiveness,Trustworthiness,0
95938,67eac4d6bf3d1c4df7bd65df,101010v101011,0.7,0.6875,0.6875,0.6875,0.625,high,Persuasiveness,Transparency,0
96135,67eac4d6bf3d1c4df7bd65df,101010v101011,0.7,0.6875,0.6875,0.6875,0.625,high,Persuasiveness,Usefulness,0
109137,67eac4d6bf3d1c4df7bd65df,110101v111101,0.7,0.6875,0.6875,0.6875,0.625,high,Structure,Trustworthiness,0
109334,67eac4d6bf3d1c4df7bd65df,110101v111101,0.7,0.6875,0.6875,0.6875,0.625,high,Structure,Transparency,0
109531,67eac4d6bf3d1c4df7bd65df,110101v111101,0.7,0.6875,0.6875,0.6875,0.625,high,Structure,Usefulness,0
20702,67ec2ee26b7a8e18b2f9db17,000001v010001,0.65,0.5,0.625,0.625,0.6875,low,Length,Trustworthiness,1
20899,67ec2ee26b7a8e18b2f9db17,000001v010001,0.65,0.5,0.625,0.625,0.6875,low,Length,Transparency,0
21096,67ec2ee26b7a8e18b2f9db17,000001v010001,0.65,0.5,0.625,0.625,0.6875,low,Length,Usefulness,1
8882,67ec2ee26b7a8e18b2f9db17,000001v000101,0.65,0.5,0.625,0.625,0.6875,low,Formality,Trustworthiness,0
9079,67ec2ee26b7a8e18b2f9db17,000001v000101,0.65,0.5,0.625,0.625,0.6875,low,Formality,Transparency,1
9276,67ec2ee26b7a8e18b2f9db17,000001v000101,0.65,0.5,0.625,0.625,0.6875,low,Formality,Usefulness,1
10458,67ec2ee26b7a8e18b2f9db17,000101v010101,0.65,0.5,0.625,0.625,0.6875,low,Length,Trustworthiness,1
10655,67ec2ee26b7a8e18b2f9db17,000101v010101,0.65,0.5,0.625,0.625,0.6875,low,Length,Transparency,0
10852,67ec2ee26b7a8e18b2f9db17,000101v010101,0.65,0.5,0.625,0.625,0.6875,low,Length,Usefulness,0
33310,67ec2ee26b7a8e18b2f9db17,001001v001011,0.65,0.5,0.625,0.625,0.6875,low,Detail,Trustworthiness,0
33507,67ec2ee26b7a8e18b2f9db17,001001v001011,0.65,0.5,0.625,0.625,0.6875,low,Detail,Transparency,1
33704,67ec2ee26b7a8e18b2f9db17,001001v001011,0.65,0.5,0.625,0.625,0.6875,low,Detail,Usefulness,1
26218,67ec2ee26b7a8e18b2f9db17,001100v001110,0.65,0.5,0.625,0.625,0.6875,low,Detail,Trustworthiness,1
26415,67ec2ee26b7a8e18b2f9db17,001100v001110,0.65,0.5,0.625,0.625,0.6875,low,Detail,Transparency,1
26612,67ec2ee26b7a8e18b2f9db17,001100v001110,0.65,0.5,0.625,0.625,0.6875,low,Detail,Usefulness,0
84530,67ec2ee26b7a8e18b2f9db17,100000v101000,0.65,0.5,0.625,0.625,0.6875,high,Structure,Trustworthiness,0
84727,67ec2ee26b7a8e18b2f9db17,100000v101000,0.65,0.5,0.625,0.625,0.6875,high,Structure,Transparency,1
84924,67ec2ee26b7a8e18b2f9db17,100000v101000,0.65,0.5,0.625,0.625,0.6875,high,Structure,Usefulness,0
75074,67ec2ee26b7a8e18b2f9db17,100100v101100,0.65,0.5,0.625,0.625,0.6875,high,Structure,Trustworthiness,0
75271,67ec2ee26b7a8e18b2f9db17,100100v101100,0.65,0.5,0.625,0.625,0.6875,high,Structure,Transparency,1
75468,67ec2ee26b7a8e18b2f9db17,100100v101100,0.65,0.5,0.625,0.625,0.6875,high,Structure,Usefulness,0
93198,67ec2ee26b7a8e18b2f9db17,101000v101100,0.65,0.5,0.625,0.625,0.6875,high,Formality,Trustworthiness,1
93395,67ec2ee26b7a8e18b2f9db17,101000v101100,0.65,0.5,0.625,0.625,0.6875,high,Formality,Transparency,0
93592,67ec2ee26b7a8e18b2f9db17,101000v101100,0.65,0.5,0.625,0.625,0.6875,high,Formality,Usefulness,1
109746,67ec2ee26b7a8e18b2f9db17,110000v110100,0.65,0.5,0.625,0.625,0.6875,high,Formality,Trustworthiness,1
109943,67ec2ee26b7a8e18b2f9db17,110000v110100,0.65,0.5,0.625,0.625,0.6875,high,Formality,Transparency,0
110140,67ec2ee26b7a8e18b2f9db17,110000v110100,0.65,0.5,0.625,0.625,0.6875,high,Formality,Usefulness,1
123930,67ec2ee26b7a8e18b2f9db17,111010v111011,0.65,0.5,0.625,0.625,0.6875,high,Persuasiveness,Trustworthiness,0
124127,67ec2ee26b7a8e18b2f9db17,111010v111011,0.65,0.5,0.625,0.625,0.6875,high,Persuasiveness,Transparency,0
124324,67ec2ee26b7a8e18b2f9db17,111010v111011,0.65,0.5,0.625,0.625,0.6875,high,Persuasiveness,Usefulness,0
12205,67f09ad02524e8b1d810e0a4,000100v001100,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Trustworthiness,0
12402,67f09ad02524e8b1d810e0a4,000100v001100,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Transparency,0
12599,67f09ad02524e8b1d810e0a4,000100v001100,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Usefulness,0
26389,67f09ad02524e8b1d810e0a4,001100v001110,0.95,0.6875,0.8125,0.9375,0.75,low,Detail,Trustworthiness,1
26586,67f09ad02524e8b1d810e0a4,001100v001110,0.95,0.6875,0.8125,0.9375,0.75,low,Detail,Transparency,1
26783,67f09ad02524e8b1d810e0a4,001100v001110,0.95,0.6875,0.8125,0.9375,0.75,low,Detail,Usefulness,1
53969,67f09ad02524e8b1d810e0a4,010000v011000,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Trustworthiness,0
54166,67f09ad02524e8b1d810e0a4,010000v011000,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Transparency,1
54363,67f09ad02524e8b1d810e0a4,010000v011000,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Usefulness,1
51605,67f09ad02524e8b1d810e0a4,010010v011010,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Trustworthiness,1
51802,67f09ad02524e8b1d810e0a4,010010v011010,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Transparency,1
51999,67f09ad02524e8b1d810e0a4,010010v011010,0.95,0.6875,0.8125,0.9375,0.75,low,Structure,Usefulness,1
49241,67f09ad02524e8b1d810e0a4,010001v010011,0.95,0.6875,0.8125,0.9375,0.75,low,Detail,Trustworthiness,0
49438,67f09ad02524e8b1d810e0a4,010001v010011,0.95,0.6875,0.8125,0.9375,0.75,low,Detail,Transparency,1
49635,67f09ad02524e8b1d810e0a4,010001v010011,0.95,0.6875,0.8125,0.9375,0.75,low,Detail,Usefulness,0
79185,67f09ad02524e8b1d810e0a4,100011v110011,0.95,0.6875,0.8125,0.9375,0.75,high,Length,Trustworthiness,1
79382,67f09ad02524e8b1d810e0a4,100011v110011,0.95,0.6875,0.8125,0.9375,0.75,high,Length,Transparency,0
79579,67f09ad02524e8b1d810e0a4,100011v110011,0.95,0.6875,0.8125,0.9375,0.75,high,Length,Usefulness,0
76033,67f09ad02524e8b1d810e0a4,100100v110100,0.95,0.6875,0.8125,0.9375,0.75,high,Length,Trustworthiness,0
76230,67f09ad02524e8b1d810e0a4,100100v110100,0.95,0.6875,0.8125,0.9375,0.75,high,Length,Transparency,1
76427,67f09ad02524e8b1d810e0a4,100100v110100,0.95,0.6875,0.8125,0.9375,0.75,high,Length,Usefulness,1
115433,67f09ad02524e8b1d810e0a4,110000v110001,0.95,0.6875,0.8125,0.9375,0.75,high,Persuasiveness,Trustworthiness,1
115630,67f09ad02524e8b1d810e0a4,110000v110001,0.95,0.6875,0.8125,0.9375,0.75,high,Persuasiveness,Transparency,0
115827,67f09ad02524e8b1d810e0a4,110000v110001,0.95,0.6875,0.8125,0.9375,0.75,high,Persuasiveness,Usefulness,0
110705,67f09ad02524e8b1d810e0a4,110100v111100,0.95,0.6875,0.8125,0.9375,0.75,high,Structure,Trustworthiness,0
110902,67f09ad02524e8b1d810e0a4,110100v111100,0.95,0.6875,0.8125,0.9375,0.75,high,Structure,Transparency,0
111099,67f09ad02524e8b1d810e0a4,110100v111100,0.95,0.6875,0.8125,0.9375,0.75,high,Structure,Usefulness,0
117797,67f09ad02524e8b1d810e0a4,111110v111111,0.95,0.6875,0.8125,0.9375,0.75,high,Persuasiveness,Trustworthiness,0
117994,67f09ad02524e8b1d810e0a4,111110v111111,0.95,0.6875,0.8125,0.9375,0.75,high,Persuasiveness,Transparency,1
118191,67f09ad02524e8b1d810e0a4,111110v111111,0.95,0.6875,0.8125,0.9375,0.75,high,Persuasiveness,Usefulness,1
19133,67f18f78356ff38124711038,000000v000001,0.7,0.6875,0.8125,0.75,0.6875,low,Persuasiveness,Trustworthiness,1
19330,67f18f78356ff38124711038,000000v000001,0.7,0.6875,0.8125,0.75,0.6875,low,Persuasiveness,Transparency,1
19527,67f18f78356ff38124711038,000000v000001,0.7,0.6875,0.8125,0.75,0.6875,low,Persuasiveness,Usefulness,0
34105,67f18f78356ff38124711038,001011v011011,0.7,0.6875,0.8125,0.75,0.6875,low,Length,Trustworthiness,1
34302,67f18f78356ff38124711038,001011v011011,0.7,0.6875,0.8125,0.75,0.6875,low,Length,Transparency,1
34499,67f18f78356ff38124711038,001011v011011,0.7,0.6875,0.8125,0.75,0.6875,low,Length,Usefulness,1
27801,67f18f78356ff38124711038,001110v011110,0.7,0.6875,0.8125,0.75,0.6875,low,Length,Trustworthiness,0
27998,67f18f78356ff38124711038,001110v011110,0.7,0.6875,0.8125,0.75,0.6875,low,Length,Transparency,0
28195,67f18f78356ff38124711038,001110v011110,0.7,0.6875,0.8125,0.75,0.6875,low,Length,Usefulness,0
44349,67f18f78356ff38124711038,010100v010101,0.7,0.6875,0.8125,0.75,0.6875,low,Persuasiveness,Trustworthiness,0
44546,67f18f78356ff38124711038,010100v010101,0.7,0.6875,0.8125,0.75,0.6875,low,Persuasiveness,Transparency,1
44743,67f18f78356ff38124711038,010100v010101,0.7,0.6875,0.8125,0.75,0.6875,low,Persuasiveness,Usefulness,1
79021,67f18f78356ff38124711038,100011v110011,0.7,0.6875,0.8125,0.75,0.6875,high,Length,Trustworthiness,0
79218,67f18f78356ff38124711038,100011v110011,0.7,0.6875,0.8125,0.75,0.6875,high,Length,Transparency,1
79415,67f18f78356ff38124711038,100011v110011,0.7,0.6875,0.8125,0.75,0.6875,high,Length,Usefulness,0
86901,67f18f78356ff38124711038,101101v101111,0.7,0.6875,0.8125,0.75,0.6875,high,Detail,Trustworthiness,1
87098,67f18f78356ff38124711038,101101v101111,0.7,0.6875,0.8125,0.75,0.6875,high,Detail,Transparency,1
87295,67f18f78356ff38124711038,101101v101111,0.7,0.6875,0.8125,0.75,0.6875,high,Detail,Usefulness,1
19959,67fbf5834e1fe4456de15062,000001v001001,0.8,0.5625,0.5,0.9375,0.375,low,Structure,Trustworthiness,0
20156,67fbf5834e1fe4456de15062,000001v001001,0.8,0.5625,0.5,0.9375,0.375,low,Structure,Transparency,0
20353,67fbf5834e1fe4456de15062,000001v001001,0.8,0.5625,0.5,0.9375,0.375,low,Structure,Usefulness,0
9715,67fbf5834e1fe4456de15062,000101v001101,0.8,0.5625,0.5,0.9375,0.375,low,Structure,Trustworthiness,1
9912,67fbf5834e1fe4456de15062,000101v001101,0.8,0.5625,0.5,0.9375,0.375,low,Structure,Transparency,1
10109,67fbf5834e1fe4456de15062,000101v001101,0.8,0.5625,0.5,0.9375,0.375,low,Structure,Usefulness,1
23899,67fbf5834e1fe4456de15062,001101v001111,0.8,0.5625,0.5,0.9375,0.375,low,Detail,Trustworthiness,1
24096,67fbf5834e1fe4456de15062,001101v001111,0.8,0.5625,0.5,0.9375,0.375,low,Detail,Transparency,1
24293,67fbf5834e1fe4456de15062,001101v001111,0.8,0.5625,0.5,0.9375,0.375,low,Detail,Usefulness,1
49115,67fbf5834e1fe4456de15062,010001v010011,0.8,0.5625,0.5,0.9375,0.375,low,Detail,Trustworthiness,1
49312,67fbf5834e1fe4456de15062,010001v010011,0.8,0.5625,0.5,0.9375,0.375,low,Detail,Transparency,1
49509,67fbf5834e1fe4456de15062,010001v010011,0.8,0.5625,0.5,0.9375,0.375,low,Detail,Usefulness,1
56207,67fbf5834e1fe4456de15062,011011v011111,0.8,0.5625,0.5,0.9375,0.375,low,Formality,Trustworthiness,1
56404,67fbf5834e1fe4456de15062,011011v011111,0.8,0.5625,0.5,0.9375,0.375,low,Formality,Transparency,1
56601,67fbf5834e1fe4456de15062,011011v011111,0.8,0.5625,0.5,0.9375,0.375,low,Formality,Usefulness,1
76695,67fbf5834e1fe4456de15062,100010v100011,0.8,0.5625,0.5,0.9375,0.375,high,Persuasiveness,Trustworthiness,0
76892,67fbf5834e1fe4456de15062,100010v100011,0.8,0.5625,0.5,0.9375,0.375,high,Persuasiveness,Transparency,0
77089,67fbf5834e1fe4456de15062,100010v100011,0.8,0.5625,0.5,0.9375,0.375,high,Persuasiveness,Usefulness,0
67239,67fbf5834e1fe4456de15062,100111v110111,0.8,0.5625,0.5,0.9375,0.375,high,Length,Trustworthiness,1
67436,67fbf5834e1fe4456de15062,100111v110111,0.8,0.5625,0.5,0.9375,0.375,high,Length,Transparency,1
67633,67fbf5834e1fe4456de15062,100111v110111,0.8,0.5625,0.5,0.9375,0.375,high,Length,Usefulness,1
87727,67fbf5834e1fe4456de15062,101011v101111,0.8,0.5625,0.5,0.9375,0.375,high,Formality,Trustworthiness,1
87924,67fbf5834e1fe4456de15062,101011v101111,0.8,0.5625,0.5,0.9375,0.375,high,Formality,Transparency,1
88121,67fbf5834e1fe4456de15062,101011v101111,0.8,0.5625,0.5,0.9375,0.375,high,Formality,Usefulness,1
108215,67fbf5834e1fe4456de15062,110001v110101,0.8,0.5625,0.5,0.9375,0.375,high,Formality,Trustworthiness,1
108412,67fbf5834e1fe4456de15062,110001v110101,0.8,0.5625,0.5,0.9375,0.375,high,Formality,Transparency,1
108609,67fbf5834e1fe4456de15062,110001v110101,0.8,0.5625,0.5,0.9375,0.375,high,Formality,Usefulness,1
101911,67fbf5834e1fe4456de15062,110110v110111,0.8,0.5625,0.5,0.9375,0.375,high,Persuasiveness,Trustworthiness,0
102108,67fbf5834e1fe4456de15062,110110v110111,0.8,0.5625,0.5,0.9375,0.375,high,Persuasiveness,Transparency,0
102305,67fbf5834e1fe4456de15062,110110v110111,0.8,0.5625,0.5,0.9375,0.375,high,Persuasiveness,Usefulness,0
10605,67fd46db088825e305648e1a,000101v010101,0.75,0.4375,0.75,0.8125,0.8125,low,Length,Trustworthiness,1
10802,67fd46db088825e305648e1a,000101v010101,0.75,0.4375,0.75,0.8125,0.8125,low,Length,Transparency,1
10999,67fd46db088825e305648e1a,000101v010101,0.75,0.4375,0.75,0.8125,0.8125,low,Length,Usefulness,1
27153,67fd46db088825e305648e1a,001010v001110,0.75,0.4375,0.75,0.8125,0.8125,low,Formality,Trustworthiness,1
27350,67fd46db088825e305648e1a,001010v001110,0.75,0.4375,0.75,0.8125,0.8125,low,Formality,Transparency,1
27547,67fd46db088825e305648e1a,001010v001110,0.75,0.4375,0.75,0.8125,0.8125,low,Formality,Usefulness,1
49217,67fd46db088825e305648e1a,010001v010011,0.75,0.4375,0.75,0.8125,0.8125,low,Detail,Trustworthiness,1
49414,67fd46db088825e305648e1a,010001v010011,0.75,0.4375,0.75,0.8125,0.8125,low,Detail,Transparency,0
49611,67fd46db088825e305648e1a,010001v010011,0.75,0.4375,0.75,0.8125,0.8125,low,Detail,Usefulness,1
38973,67fd46db088825e305648e1a,010110v010111,0.75,0.4375,0.75,0.8125,0.8125,low,Persuasiveness,Trustworthiness,0
39170,67fd46db088825e305648e1a,010110v010111,0.75,0.4375,0.75,0.8125,0.8125,low,Persuasiveness,Transparency,1
39367,67fd46db088825e305648e1a,010110v010111,0.75,0.4375,0.75,0.8125,0.8125,low,Persuasiveness,Usefulness,0
62613,67fd46db088825e305648e1a,011000v011010,0.75,0.4375,0.75,0.8125,0.8125,low,Detail,Trustworthiness,0
62810,67fd46db088825e305648e1a,011000v011010,0.75,0.4375,0.75,0.8125,0.8125,low,Detail,Transparency,0
63007,67fd46db088825e305648e1a,011000v011010,0.75,0.4375,0.75,0.8125,0.8125,low,Detail,Usefulness,0
76797,67fd46db088825e305648e1a,100010v100011,0.75,0.4375,0.75,0.8125,0.8125,high,Persuasiveness,Trustworthiness,1
76994,67fd46db088825e305648e1a,100010v100011,0.75,0.4375,0.75,0.8125,0.8125,high,Persuasiveness,Transparency,0
77191,67fd46db088825e305648e1a,100010v100011,0.75,0.4375,0.75,0.8125,0.8125,high,Persuasiveness,Usefulness,0
70493,67fd46db088825e305648e1a,100110v110110,0.75,0.4375,0.75,0.8125,0.8125,high,Length,Trustworthiness,1
70690,67fd46db088825e305648e1a,100110v110110,0.75,0.4375,0.75,0.8125,0.8125,high,Length,Transparency,1
70887,67fd46db088825e305648e1a,100110v110110,0.75,0.4375,0.75,0.8125,0.8125,high,Length,Usefulness,1
96497,67fd46db088825e305648e1a,101001v101011,0.75,0.4375,0.75,0.8125,0.8125,high,Detail,Trustworthiness,0
96694,67fd46db088825e305648e1a,101001v101011,0.75,0.4375,0.75,0.8125,0.8125,high,Detail,Transparency,1
96891,67fd46db088825e305648e1a,101001v101011,0.75,0.4375,0.75,0.8125,0.8125,high,Detail,Usefulness,0
112257,67fd46db088825e305648e1a,110001v110011,0.75,0.4375,0.75,0.8125,0.8125,high,Detail,Trustworthiness,1
112454,67fd46db088825e305648e1a,110001v110011,0.75,0.4375,0.75,0.8125,0.8125,high,Detail,Transparency,1
112651,67fd46db088825e305648e1a,110001v110011,0.75,0.4375,0.75,0.8125,0.8125,high,Detail,Usefulness,0
119349,67fd46db088825e305648e1a,111011v111111,0.75,0.4375,0.75,0.8125,0.8125,high,Formality,Trustworthiness,0
119546,67fd46db088825e305648e1a,111011v111111,0.75,0.4375,0.75,0.8125,0.8125,high,Formality,Transparency,0
119743,67fd46db088825e305648e1a,111011v111111,0.75,0.4375,0.75,0.8125,0.8125,high,Formality,Usefulness,0
15234,68267b107b6b28aa4b339ae9,000011v001011,0.75,0.375,0.6875,0.8125,0.8125,low,Structure,Trustworthiness,0
15431,68267b107b6b28aa4b339ae9,000011v001011,0.75,0.375,0.6875,0.8125,0.8125,low,Structure,Transparency,1
15628,68267b107b6b28aa4b339ae9,000011v001011,0.75,0.375,0.6875,0.8125,0.8125,low,Structure,Usefulness,0
32570,68267b107b6b28aa4b339ae9,001010v001011,0.75,0.375,0.6875,0.8125,0.8125,low,Persuasiveness,Trustworthiness,1
32767,68267b107b6b28aa4b339ae9,001010v001011,0.75,0.375,0.6875,0.8125,0.8125,low,Persuasiveness,Transparency,0
32964,68267b107b6b28aa4b339ae9,001010v001011,0.75,0.375,0.6875,0.8125,0.8125,low,Persuasiveness,Usefulness,0
23114,68267b107b6b28aa4b339ae9,001110v001111,0.75,0.375,0.6875,0.8125,0.8125,low,Persuasiveness,Trustworthiness,0
